year,Region,Site,Rep,Microsite,D1,D2,H,abundance,richness
2016,Panoche,1.1,2,Shrub,1.778,1.7018,0.89,241,3
2016,Panoche,1.1,2,Open,,,,203,2
2016,Panoche,1.1,3,Shrub,4.2672,3.5306,1.88,283,4
2016,Panoche,1.1,3,Open,,,,153,3
2016,Panoche,1.1,4,Shrub,4.0386,3.9624,1.49,201,2
2016,Panoche,1.1,4,Open,,,,363,2
2016,Panoche,1.1,5,Shrub,3.94,4.24,1.88,134,3
2016,Panoche,1.1,5,Open,,,,309,2
2016,Panoche,1.1,6,Shrub,4.3434,5.2832,2.15,205,3
2016,Panoche,1.1,6,Open,,,,286,2
2016,Panoche,1.1,7,Shrub,5.2324,4.064,1.83,132,2
2016,Panoche,1.1,7,Open,,,,311,2
2016,Panoche,1.1,8,Shrub,1.94,1.41,0.99,296,3
2016,Panoche,1.1,8,Open,,,,68,3
2016,Panoche,1.1,9,Shrub,4.17,4.37,1.54,156,3
2016,Panoche,1.1,9,Open,,,,213,2
2016,Panoche,1.1,10,Shrub,4.62,4.26,1.53,100,3
2016,Panoche,1.1,10,Open,,,,134,2
2016,Panoche,1.1,11,Shrub,5.27,4.5,1.73,200,2
2016,Panoche,1.1,11,Open,,,,156,2
2016,Panoche,1.1,12,Shrub,5.2,4.89,1.57,148,2
2016,Panoche,1.1,12,Open,,,,219,2
2016,Panoche,1.1,13,Shrub,0.8,6.28,1.73,120,2
2016,Panoche,1.1,13,Open,,,,271,3
2016,Panoche,1.1,14,Shrub,4.67,3.6,1.89,162,3
2016,Panoche,1.1,14,Open,,,,85,2
2016,Panoche,1.1,15,Shrub,4.2,3.62,2.2,118,3
2016,Panoche,1.1,15,Open,,,,278,2
2016,Panoche,1.1,16,Shrub,4.68,3.72,1.64,248,3
2016,Panoche,1.1,16,Open,,,,242,4
2016,Panoche,1.1,17,Shrub,3.31,3.26,1.32,229,4
2016,Panoche,1.1,17,Open,,,,95,2
2016,Panoche,1.1,18,Shrub,4.88,3.13,1.75,38,2
2016,Panoche,1.1,18,Open,,,,262,2
2016,Panoche,1.1,19,Shrub,4.63,3.45,2.2,84,3
2016,Panoche,1.1,19,Open,,,,114,2
2016,Panoche,1.1,20,Shrub,2.84,2.2,1.26,200,2
2016,Panoche,1.1,20,Open,,,,243,2
2016,Panoche,1.1,21,Shrub,3.52,2.64,1.46,63,3
2016,Panoche,1.1,21,Open,,,,292,3
2016,Panoche,1.1,22,Shrub,3.2,3.5,1.6,119,3
2016,Panoche,1.1,22,Open,,,,270,3
2016,Panoche,1.1,23,Shrub,3.94,2.98,1.42,122,3
2016,Panoche,1.1,23,Open,,,,255,3
2016,Panoche,1.1,24,Shrub,3.48,2.54,1.63,222,2
2016,Panoche,1.1,24,Open,,,,166,3
2016,Panoche,1.1,25,Shrub,3.7,3.2,1.14,60,3
2016,Panoche,1.1,25,Open,,,,169,3
2016,Panoche,1.1,26,Shrub,1.54,1.2,0.72,169,4
2016,Panoche,1.1,26,Open,,,,264,3
2016,Panoche,1.1,27,Shrub,2.77,2.66,1.47,163,3
2016,Panoche,1.1,27,Open,,,,266,2
2016,Panoche,1.1,28,Shrub,3.76,2.32,1.12,116,2
2016,Panoche,1.1,28,Open,,,,210,2
2016,Panoche,1.1,29,Shrub,2.12,2.04,0.77,109,4
2016,Panoche,1.1,29,Open,,,,126,3
2016,Panoche,1.1,30,Shrub,3.49,3.37,1.56,84,2
2016,Panoche,1.1,30,Open,,,,202,3
2015,Mojave,2.5,1,Shrub,1.18,1.02,1.16,13,3
2015,Mojave,2.5,1,Open,,,,0,0
2015,Mojave,2.5,2,Shrub,2.84,2.34,2.43,29,4
2015,Mojave,2.5,2,Open,,,,1,1
2015,Mojave,2.5,3,Shrub,0.76,0.79,0.81,15,3
2015,Mojave,2.5,3,Open,,,,3,1
2015,Mojave,2.5,4,Shrub,3.84,3.34,1.96,19,1
2015,Mojave,2.5,4,Open,,,,3,2
2015,Mojave,2.5,5,Shrub,4.82,1.88,1.86,27,4
2015,Mojave,2.5,5,Open,,,,10,4
2015,Mojave,2.5,6,Shrub,3.48,2.53,1.56,51,2
2015,Mojave,2.5,6,Open,,,,0,0
2015,Mojave,2.5,7,Shrub,2.87,2.31,1.17,37,2
2015,Mojave,2.5,7,Open,,,,4,3
2015,Mojave,2.5,8,Shrub,2.55,3.32,1.74,20,3
2015,Mojave,2.5,8,Open,,,,0,0
2015,Mojave,2.5,9,Shrub,1.97,1.66,1.45,38,3
2015,Mojave,2.5,9,Open,,,,1,1
2015,Mojave,2.5,10,Shrub,1.23,1.09,0.89,41,6
2015,Mojave,2.5,10,Open,,,,0,0
2015,Mojave,2.5,11,Shrub,2.79,2.98,1.52,33,2
2015,Mojave,2.5,11,Open,,,,2,2
2015,Mojave,2.5,12,Shrub,2.12,1.63,1.36,45,2
2015,Mojave,2.5,12,Open,,,,0,0
2015,Mojave,2.5,13,Shrub,2.58,2.57,1.62,30,1
2015,Mojave,2.5,13,Open,,,,1,1
2015,Mojave,2.5,14,Shrub,2.48,2.14,1.63,24,3
2015,Mojave,2.5,14,Open,,,,0,0
2015,Mojave,2.5,15,Shrub,2.22,2.36,1.66,14,4
2015,Mojave,2.5,15,Open,,,,0,0
2015,Mojave,2.4,1,Shrub,2.17,1.7,1.93,27,5
2015,Mojave,2.4,1,Open,,,,0,0
2015,Mojave,2.4,2,Shrub,3.26,2.45,1.32,61,6
2015,Mojave,2.4,2,Open,,,,1,1
2015,Mojave,2.4,3,Shrub,4.16,3.87,2.56,63,5
2015,Mojave,2.4,3,Open,,,,33,5
2015,Mojave,2.4,4,Shrub,2.3,2.03,1.13,43,5
2015,Mojave,2.4,4,Open,,,,2,1
2015,Mojave,2.4,5,Shrub,2.49,2.38,1.86,57,5
2015,Mojave,2.4,5,Open,,,,24,3
2015,Mojave,2.4,6,Shrub,4.03,4.35,1.96,103,3
2015,Mojave,2.4,6,Open,,,,0,0
2015,Mojave,2.4,7,Shrub,1.87,2.05,1.88,42,6
2015,Mojave,2.4,7,Open,,,,27,1
2015,Mojave,2.4,8,Shrub,4.92,3.54,2.22,65,4
2015,Mojave,2.4,8,Open,,,,2,2
2015,Mojave,2.4,9,Shrub,1.03,1,0.86,3,3
2015,Mojave,2.4,9,Open,,,,1,1
2015,Mojave,2.4,10,Shrub,3.78,5.17,2.97,51,4
2015,Mojave,2.4,10,Open,,,,22,5
2015,Mojave,2.4,11,Shrub,2.97,2.38,1.72,59,4
2015,Mojave,2.4,11,Open,,,,4,3
2015,Mojave,2.4,12,Shrub,2.11,1.59,1.02,52,5
2015,Mojave,2.4,12,Open,,,,0,0
2015,Mojave,2.4,13,Shrub,2.72,2.15,1.61,33,4
2015,Mojave,2.4,13,Open,,,,11,4
2015,Mojave,2.4,14,Shrub,2.23,3.36,1.63,41,6
2015,Mojave,2.4,14,Open,,,,44,1
2015,Mojave,2.4,15,Shrub,1.94,2.36,1.65,38,5
2015,Mojave,2.4,15,Open,,,,25,5
2015,Mojave,2.3,1,Shrub,1.69,1.57,1.63,5,2
2015,Mojave,2.3,1,Open,,,,0,0
2015,Mojave,2.3,2,Shrub,2.54,1.84,1.68,5,3
2015,Mojave,2.3,2,Open,,,,0,0
2015,Mojave,2.3,3,Shrub,1.85,1.03,0.7,10,3
2015,Mojave,2.3,3,Open,,,,0,0
2015,Mojave,2.3,4,Shrub,1.18,0.94,1.34,14,3
2015,Mojave,2.3,4,Open,,,,1,1
2015,Mojave,2.3,5,Shrub,0.69,0.56,0.57,0,0
2015,Mojave,2.3,5,Open,,,,0,0
2015,Mojave,2.3,6,Shrub,1.07,1.12,0.86,29,4
2015,Mojave,2.3,6,Open,,,,0,0
2015,Mojave,2.3,7,Shrub,0.74,0.42,0.51,28,4
2015,Mojave,2.3,7,Open,,,,8,4
2015,Mojave,2.3,8,Shrub,1.14,0.88,0.68,12,6
2015,Mojave,2.3,8,Open,,,,0,0
2015,Mojave,2.3,9,Shrub,3.25,2.82,2.04,12,3
2015,Mojave,2.3,9,Open,,,,5,3
2015,Mojave,2.3,10,Shrub,1.76,1.82,1.31,16,3
2015,Mojave,2.3,10,Open,,,,0,0
2015,Mojave,2.3,11,Shrub,2.24,1.83,1.49,27,3
2015,Mojave,2.3,11,Open,,,,8,3
2015,Mojave,2.3,12,Shrub,0.79,0.87,0.76,7,2
2015,Mojave,2.3,12,Open,,,,0,0
2015,Mojave,2.3,13,Shrub,1.84,1.34,1.35,16,3
2015,Mojave,2.3,13,Open,,,,2,2
2015,Mojave,2.3,14,Shrub,2.83,2.51,1.98,15,3
2015,Mojave,2.3,14,Open,,,,3,2
2015,Mojave,2.3,15,Shrub,4.35,3.96,1.89,104,2
2015,Mojave,2.3,15,Open,,,,35,3
2015,Mojave,2.2,1,Shrub,1.26,1.28,0.74,8,1
2015,Mojave,2.2,1,Open,,,,13,3
2015,Mojave,2.2,2,Shrub,1.87,1.66,0.89,13,1
2015,Mojave,2.2,2,Open,,,,2,2
2015,Mojave,2.2,3,Shrub,0.85,0.73,1.09,15,2
2015,Mojave,2.2,3,Open,,,,4,2
2015,Mojave,2.2,4,Shrub,2.08,2.72,1.47,19,2
2015,Mojave,2.2,4,Open,,,,4,2
2015,Mojave,2.2,5,Shrub,1.92,2.07,1.46,11,1
2015,Mojave,2.2,5,Open,,,,1,1
2015,Mojave,2.2,6,Shrub,2.44,1.05,0.94,15,2
2015,Mojave,2.2,6,Open,,,,0,0
2015,Mojave,2.2,7,Shrub,1.33,1.26,1.27,11,3
2015,Mojave,2.2,7,Open,,,,0,0
2015,Mojave,2.2,8,Shrub,1.39,1.46,0.88,20,2
2015,Mojave,2.2,8,Open,,,,8,2
2015,Mojave,2.2,9,Shrub,1.14,1.18,0.68,8,1
2015,Mojave,2.2,9,Open,,,,17,2
2015,Mojave,2.2,10,Shrub,1.28,1.22,0.88,24,3
2015,Mojave,2.2,10,Open,,,,0,0
2015,Mojave,2.2,11,Shrub,1.45,1.75,1.05,10,2
2015,Mojave,2.2,11,Open,,,,9,3
2015,Mojave,2.2,12,Shrub,1.72,1.19,1.08,21,3
2015,Mojave,2.2,12,Open,,,,9,3
2015,Mojave,2.2,13,Shrub,1.81,1.37,1.06,21,3
2015,Mojave,2.2,13,Open,,,,6,1
2015,Mojave,2.2,14,Shrub,1.36,1.1,1.34,13,2
2015,Mojave,2.2,14,Open,,,,6,2
2015,Mojave,2.2,15,Shrub,1.64,1.73,1.03,25,2
2015,Mojave,2.2,15,Open,,,,16,3
2015,Mojave,2.1,1,Shrub,2.35,1.93,1.38,5,2
2015,Mojave,2.1,1,Open,,,,5,2
2015,Mojave,2.1,2,Shrub,2.91,2.76,2.07,0,0
2015,Mojave,2.1,2,Open,,,,13,4
2015,Mojave,2.1,3,Shrub,2.02,1.74,1.35,20,1
2015,Mojave,2.1,3,Open,,,,22,2
2015,Mojave,2.1,4,Shrub,1.25,1.05,0.84,8,3
2015,Mojave,2.1,4,Open,,,,16,4
2015,Mojave,2.1,5,Shrub,1.27,1.48,1.22,8,2
2015,Mojave,2.1,5,Open,,,,12,3
2015,Mojave,2.1,6,Shrub,1.46,1.28,0.98,3,2
2015,Mojave,2.1,6,Open,,,,3,1
2015,Mojave,2.1,7,Shrub,1.12,1.19,0.88,39,2
2015,Mojave,2.1,7,Open,,,,6,2
2015,Mojave,2.1,8,Shrub,1.63,1.88,1.06,32,2
2015,Mojave,2.1,8,Open,,,,18,2
2015,Mojave,2.1,9,Shrub,1.48,1.41,0.92,7,3
2015,Mojave,2.1,9,Open,,,,5,2
2015,Mojave,2.1,10,Shrub,2.34,2.36,1.45,10,2
2015,Mojave,2.1,10,Open,,,,2,1
2015,Mojave,2.1,11,Shrub,1.01,0.68,0.91,7,3
2015,Mojave,2.1,11,Open,,,,0,0
2015,Mojave,2.1,12,Shrub,0.73,0.93,1.28,9,2
2015,Mojave,2.1,12,Open,,,,5,2
2015,Mojave,2.1,13,Shrub,0.44,0.63,0.62,2,1
2015,Mojave,2.1,13,Open,,,,6,3
2015,Mojave,2.1,14,Shrub,3.14,2.34,1.66,0,0
2015,Mojave,2.1,14,Open,,,,4,2
2015,Mojave,2.1,15,Shrub,0.44,0.39,0.48,8,2
2015,Mojave,2.1,15,Open,,,,3,2
2015,Panoche,1.3,1,Shrub,4.11,3.28,1.95,247,2
2015,Panoche,1.3,1,Open,,,,256,3
2015,Panoche,1.3,2,Shrub,2.9,3.17,1.51,141,2
2015,Panoche,1.3,2,Open,,,,170,3
2015,Panoche,1.3,3,Shrub,3.22,2.38,1.84,263,2
2015,Panoche,1.3,3,Open,,,,126,4
2015,Panoche,1.3,4,Shrub,1.65,1.77,1.37,126,3
2015,Panoche,1.3,4,Open,,,,175,1
2015,Panoche,1.3,5,Shrub,3.34,2.35,1.48,182,2
2015,Panoche,1.3,5,Open,,,,136,2
2015,Panoche,1.3,6,Shrub,3.02,3.23,1.74,257,3
2015,Panoche,1.3,6,Open,,,,96,1
2015,Panoche,1.3,7,Shrub,3.99,4.08,1.6,204,1
2015,Panoche,1.3,7,Open,,,,152,2
2015,Panoche,1.3,8,Shrub,2.42,2.47,1.4,184,2
2015,Panoche,1.3,8,Open,,,,175,3
2015,Panoche,1.3,9,Shrub,3.41,3.17,1.55,142,1
2015,Panoche,1.3,9,Open,,,,170,4
2015,Panoche,1.3,10,Shrub,3.43,2.73,1.83,155,1
2015,Panoche,1.3,10,Open,,,,156,2
2015,Panoche,1.3,11,Shrub,4.21,4.39,1.71,208,1
2015,Panoche,1.3,11,Open,,,,188,2
2015,Panoche,1.3,12,Shrub,5.76,5.43,2.16,213,2
2015,Panoche,1.3,12,Open,,,,208,2
2015,Panoche,1.3,13,Shrub,2.07,3.2,0.76,78,3
2015,Panoche,1.3,13,Open,,,,113,3
2015,Panoche,1.3,14,Shrub,2.55,2.27,0.98,193,2
2015,Panoche,1.3,14,Open,,,,222,2
2015,Panoche,1.3,15,Shrub,1.65,1.16,0.62,127,4
2015,Panoche,1.3,15,Open,,,,147,3
2015,Panoche,1.2,1,Shrub,2.38,3.28,1.25,31,3
2015,Panoche,1.2,1,Open,,,,71,4
2015,Panoche,1.2,2,Shrub,2.76,2.7,1.26,160,3
2015,Panoche,1.2,2,Open,,,,87,4
2015,Panoche,1.2,3,Shrub,2.44,1.98,1.02,132,4
2015,Panoche,1.2,3,Open,,,,76,4
2015,Panoche,1.2,4,Shrub,2.59,2.76,1.43,121,3
2015,Panoche,1.2,4,Open,,,,100,4
2015,Panoche,1.2,5,Shrub,2.7,3.2,1.14,104,4
2015,Panoche,1.2,5,Open,,,,71,4
2015,Panoche,1.2,6,Shrub,2.74,3,1.1,90,3
2015,Panoche,1.2,6,Open,,,,38,4
2015,Panoche,1.2,7,Shrub,1.39,1.4,0.82,114,4
2015,Panoche,1.2,7,Open,,,,61,4
2015,Panoche,1.2,8,Shrub,2.01,1.94,1.16,140,3
2015,Panoche,1.2,8,Open,,,,72,4
2015,Panoche,1.2,9,Shrub,1.86,2,1.34,85,4
2015,Panoche,1.2,9,Open,,,,38,3
2015,Panoche,1.2,10,Shrub,2.04,1.97,0.98,100,4
2015,Panoche,1.2,10,Open,,,,59,4
2015,Panoche,1.2,11,Shrub,2.39,2.8,1.04,122,3
2015,Panoche,1.2,11,Open,,,,38,3
2015,Panoche,1.2,12,Shrub,1.33,2.33,0.94,65,3
2015,Panoche,1.2,12,Open,,,,108,4
2015,Panoche,1.2,13,Shrub,2.41,2.33,0.64,117,4
2015,Panoche,1.2,13,Open,,,,53,4
2015,Panoche,1.2,14,Shrub,2.64,2.85,1.34,186,2
2015,Panoche,1.2,14,Open,,,,46,4
2015,Panoche,1.2,15,Shrub,2.68,2.33,1.16,136,4
2015,Panoche,1.2,15,Open,,,,49,4
2015,Panoche,1.1,1,Shrub,2.1,2.1,1.2,234,1
2015,Panoche,1.1,1,Open,,,,260,3
2015,Panoche,1.1,2,Shrub,1.9,1.7,1.3,150,2
2015,Panoche,1.1,2,Open,,,,224,3
2015,Panoche,1.1,3,Shrub,2.23,2.4,1.12,166,1
2015,Panoche,1.1,3,Open,,,,142,3
2015,Panoche,1.1,4,Shrub,2.63,2.9,1.07,212,1
2015,Panoche,1.1,4,Open,,,,164,3
2015,Panoche,1.1,5,Shrub,0.96,1.07,0.81,250,3
2015,Panoche,1.1,5,Open,,,,206,3
2015,Panoche,1.1,6,Shrub,3.25,2.2,1.3,248,1
2015,Panoche,1.1,6,Open,,,,260,3
2015,Panoche,1.1,7,Shrub,3.05,2.5,0.9,342,3
2015,Panoche,1.1,7,Open,,,,284,4
2015,Panoche,1.1,8,Shrub,2.95,1.6,1.1,216,2
2015,Panoche,1.1,8,Open,,,,182,3
2015,Panoche,1.1,9,Shrub,2.45,2.3,1.15,210,2
2015,Panoche,1.1,9,Open,,,,274,3
2015,Panoche,1.1,10,Shrub,2.3,2.5,1.3,166,1
2015,Panoche,1.1,10,Open,,,,122,3
2015,Panoche,1.1,11,Shrub,1.6,1.45,1.3,284,2
2015,Panoche,1.1,11,Open,,,,271,3
2015,Panoche,1.1,12,Shrub,1.8,1.4,0.9,220,1
2015,Panoche,1.1,12,Open,,,,222,3
2015,Panoche,1.1,13,Shrub,1.9,2,1.05,172,2
2015,Panoche,1.1,13,Open,,,,290,3
2015,Panoche,1.1,14,Shrub,1.85,2.05,1.1,194,1
2015,Panoche,1.1,14,Open,,,,210,3
2015,Panoche,1.1,15,Shrub,2.8,2.75,1.2,228,1
2015,Panoche,1.1,15,Open,,,,175,3
2014,Mojave,2.5,1,Shrub,2.03,2.01,1.5,53,3
2014,Mojave,2.5,1,Open,,,,4,2
2014,Mojave,2.5,2,Shrub,2.45,2.5,1.82,67,4
2014,Mojave,2.5,2,Open,,,,7,2
2014,Mojave,2.5,3,Shrub,1.8,1.9,1.2,44,5
2014,Mojave,2.5,3,Open,,,,8,2
2014,Mojave,2.5,4,Shrub,2.4,2.62,2.4,75,4
2014,Mojave,2.5,4,Open,,,,0,0
2014,Mojave,2.5,5,Shrub,3.2,2.4,2.3,59,6
2014,Mojave,2.5,5,Open,,,,13,3
2014,Mojave,2.5,6,Shrub,2.5,2.4,1.62,48,5
2014,Mojave,2.5,6,Open,,,,0,0
2014,Mojave,2.5,7,Shrub,3.2,2.5,2.15,22,6
2014,Mojave,2.5,7,Open,,,,2,1
2014,Mojave,2.5,8,Shrub,2.7,2.4,1.95,32,2
2014,Mojave,2.5,8,Open,,,,15,2
2014,Mojave,2.5,9,Shrub,3,3.1,3.4,43,4
2014,Mojave,2.5,9,Open,,,,15,4
2014,Mojave,2.5,10,Shrub,3.9,3.5,2.05,72,5
2014,Mojave,2.5,10,Open,,,,5,3
2014,Mojave,2.5,11,Shrub,2.5,2.45,1.4,21,5
2014,Mojave,2.5,11,Open,,,,3,2
2014,Mojave,2.5,12,Shrub,1.35,1.4,1.45,33,5
2014,Mojave,2.5,12,Open,,,,8,3
2014,Mojave,2.5,13,Shrub,2.7,2.4,1.1,25,6
2014,Mojave,2.5,13,Open,,,,1,1
2014,Mojave,2.5,14,Shrub,1.2,1.45,1.1,70,6
2014,Mojave,2.5,14,Open,,,,1,1
2014,Mojave,2.5,15,Shrub,4.9,4.3,1.95,18,6
2014,Mojave,2.5,15,Open,,,,0,0
2014,Mojave,2.4,1,Shrub,4.6,4.1,1.9,75,6
2014,Mojave,2.4,1,Open,,,,6,4
2014,Mojave,2.4,2,Shrub,2.6,1.75,0.155,90,10
2014,Mojave,2.4,2,Open,,,,28,2
2014,Mojave,2.4,3,Shrub,1.5,1,0.98,68,6
2014,Mojave,2.4,3,Open,,,,28,4
2014,Mojave,2.4,4,Shrub,2.3,2.4,2.4,58,6
2014,Mojave,2.4,4,Open,,,,3,1
2014,Mojave,2.4,5,Shrub,2.1,1.7,1.85,58,6
2014,Mojave,2.4,5,Open,,,,6,1
2014,Mojave,2.4,6,Shrub,2.1,2.6,1.75,42,7
2014,Mojave,2.4,6,Open,,,,17,3
2014,Mojave,2.4,7,Shrub,2.35,1.6,1.45,49,5
2014,Mojave,2.4,7,Open,,,,2,1
2014,Mojave,2.4,8,Shrub,2.15,2.2,1.3,93,7
2014,Mojave,2.4,8,Open,,,,22,2
2014,Mojave,2.4,9,Shrub,1.95,1.85,1.7,79,6
2014,Mojave,2.4,9,Open,,,,28,2
2014,Mojave,2.4,10,Shrub,1.55,1.6,1.2,39,4
2014,Mojave,2.4,10,Open,,,,19,4
2014,Mojave,2.4,11,Shrub,0.95,2.6,1.2,65,5
2014,Mojave,2.4,11,Open,,,,22,3
2014,Mojave,2.4,12,Shrub,2.2,2.2,1.75,49,6
2014,Mojave,2.4,12,Open,,,,39,4
2014,Mojave,2.4,13,Shrub,2.9,2.3,1.8,50,4
2014,Mojave,2.4,13,Open,,,,32,3
2014,Mojave,2.4,14,Shrub,2.4,2.6,1.45,48,5
2014,Mojave,2.4,14,Open,,,,8,2
2014,Mojave,2.4,15,Shrub,3.05,5,1.6,52,7
2014,Mojave,2.4,15,Open,,,,3,2
2014,Mojave,2.3,1,Shrub,2.5,2.05,1.3,27,3
2014,Mojave,2.3,1,Open,,,,1,1
2014,Mojave,2.3,2,Shrub,1.65,1.3,1.2,19,4
2014,Mojave,2.3,2,Open,,,,15,3
2014,Mojave,2.3,3,Shrub,2.06,2.5,1,37,5
2014,Mojave,2.3,3,Open,,,,4,2
2014,Mojave,2.3,4,Shrub,1.2,1.1,1.05,29,5
2014,Mojave,2.3,4,Open,,,,4,1
2014,Mojave,2.3,5,Shrub,2.3,1.7,1.8,47,5
2014,Mojave,2.3,5,Open,,,,9,3
2014,Mojave,2.3,6,Shrub,2.1,1,0.8,13,4
2014,Mojave,2.3,6,Open,,,,1,1
2014,Mojave,2.3,7,Shrub,0.84,0.55,0.6,0,0
2014,Mojave,2.3,7,Open,,,,1,1
2014,Mojave,2.3,8,Shrub,1.5,1.4,0.65,9,3
2014,Mojave,2.3,8,Open,,,,3,2
2014,Mojave,2.3,9,Shrub,0.72,0.5,0.4,15,3
2014,Mojave,2.3,9,Open,,,,5,2
2014,Mojave,2.3,10,Shrub,0.88,0.3,0.75,38,5
2014,Mojave,2.3,10,Open,,,,4,2
2014,Mojave,2.3,11,Shrub,1.05,1.1,0.5,43,4
2014,Mojave,2.3,11,Open,,,,5,2
2014,Mojave,2.3,12,Shrub,1.8,2.15,1.63,15,4
2014,Mojave,2.3,12,Open,,,,0,15
2014,Mojave,2.3,13,Shrub,2,1.3,1.4,37,6
2014,Mojave,2.3,13,Open,,,,14,3
2014,Mojave,2.3,14,Shrub,1.7,2.07,1.53,69,6
2014,Mojave,2.3,14,Open,,,,0,0
2014,Mojave,2.3,15,Shrub,0.95,0.9,0.65,28,4
2014,Mojave,2.3,15,Open,,,,0,0
2014,Mojave,2.2,1,Shrub,1.65,1.5,0.9,41,4
2014,Mojave,2.2,1,Open,,,,29,3
2014,Mojave,2.2,2,Shrub,2.3,1.7,0.95,37,3
2014,Mojave,2.2,2,Open,,,,8,2
2014,Mojave,2.2,3,Shrub,2.75,2.5,1.85,45,4
2014,Mojave,2.2,3,Open,,,,23,3
2014,Mojave,2.2,4,Shrub,1.4,1.05,1.2,47,4
2014,Mojave,2.2,4,Open,,,,12,3
2014,Mojave,2.2,5,Shrub,1.89,1.7,1.85,48,4
2014,Mojave,2.2,5,Open,,,,31,4
2014,Mojave,2.2,6,Shrub,1.4,1.4,0.65,38,4
2014,Mojave,2.2,6,Open,,,,28,3
2014,Mojave,2.2,7,Shrub,1.22,1.25,1.3,47,4
2014,Mojave,2.2,7,Open,,,,2,2
2014,Mojave,2.2,8,Shrub,2,1.8,1.25,40,4
2014,Mojave,2.2,8,Open,,,,13,3
2014,Mojave,2.2,9,Shrub,1.3,1.4,1.45,20,3
2014,Mojave,2.2,9,Open,,,,0,0
2014,Mojave,2.2,10,Shrub,1.63,1.8,1.3,41,3
2014,Mojave,2.2,10,Open,,,,11,2
2014,Mojave,2.2,11,Shrub,1.1,1.2,0.85,32,3
2014,Mojave,2.2,11,Open,,,,0,0
2014,Mojave,2.2,12,Shrub,0.9,1,0.6,25,4
2014,Mojave,2.2,12,Open,,,,16,3
2014,Mojave,2.2,13,Shrub,1.13,0.77,0.6,18,4
2014,Mojave,2.2,13,Open,,,,4,2
2014,Mojave,2.2,14,Shrub,1.15,1,0.73,7,2
