year,Region,Site,Rep,Microsite,D1,D2,H,abundance,richness
2014,Mojave,2.2,14,Open,,,,14,3
2014,Mojave,2.2,15,Shrub,1.8,0.9,0.88,43,4
2014,Mojave,2.2,15,Open,,,,15,2
2014,Mojave,2.1,1,Shrub,1.45,1.51,1.6,37,1
2014,Mojave,2.1,1,Open,,,,16,2
2014,Mojave,2.1,2,Shrub,2.21,1.5,1.9,21,3
2014,Mojave,2.1,2,Open,,,,45,3
2014,Mojave,2.1,3,Shrub,0.75,0.7,1,37,3
2014,Mojave,2.1,3,Open,,,,53,1
2014,Mojave,2.1,4,Shrub,0.4,0.4,0.3,40,4
2014,Mojave,2.1,4,Open,,,,49,1
2014,Mojave,2.1,5,Shrub,1.7,1.4,1.4,23,3
2014,Mojave,2.1,5,Open,,,,40,3
2014,Mojave,2.1,6,Shrub,1.3,1.3,1.45,33,2
2014,Mojave,2.1,6,Open,,,,43,2
2014,Mojave,2.1,7,Shrub,1.7,1.3,1.5,23,2
2014,Mojave,2.1,7,Open,,,,27,3
2014,Mojave,2.1,8,Shrub,1.8,2,1.5,17,1
2014,Mojave,2.1,8,Open,,,,18,2
2014,Mojave,2.1,9,Shrub,1.4,1,1.25,25,2
2014,Mojave,2.1,9,Open,,,,33,2
2014,Mojave,2.1,10,Shrub,1.45,1.31,1.35,33,2
2014,Mojave,2.1,10,Open,,,,39,1
2014,Mojave,2.1,11,Shrub,1.5,1.25,1.4,25,3
2014,Mojave,2.1,11,Open,,,,20,3
2014,Mojave,2.1,12,Shrub,1.5,1.4,1.45,13,2
2014,Mojave,2.1,12,Open,,,,28,2
2014,Mojave,2.1,13,Shrub,1.75,1.4,1.4,8,1
2014,Mojave,2.1,13,Open,,,,28,2
2014,Mojave,2.1,14,Shrub,1,1.1,1.1,39,3
2014,Mojave,2.1,14,Open,,,,29,1
2014,Mojave,2.1,15,Shrub,1.4,1.58,1.2,31,2
2014,Mojave,2.1,15,Open,,,,17,3
2014,Panoche,1.3,1,Shrub,3.5,3.7,1.4,142,3
2014,Panoche,1.3,1,Open,,,,198,2
2014,Panoche,1.3,2,Shrub,3.2,3.1,1.6,106,2
2014,Panoche,1.3,2,Open,,,,210,3
2014,Panoche,1.3,3,Shrub,3.5,5.2,1.7,130,3
2014,Panoche,1.3,3,Open,,,,110,4
2014,Panoche,1.3,4,Shrub,2.5,2.4,1,145,2
2014,Panoche,1.3,4,Open,,,,170,4
2014,Panoche,1.3,5,Shrub,3.4,2.7,1.3,156,2
2014,Panoche,1.3,5,Open,,,,94,5
2014,Panoche,1.3,6,Shrub,3.8,3,1.7,86,1
2014,Panoche,1.3,6,Open,,,,110,3
2014,Panoche,1.3,7,Shrub,3.9,3.8,1.4,78,1
2014,Panoche,1.3,7,Open,,,,120,3
2014,Panoche,1.3,8,Shrub,3.5,3.3,1.2,112,2
2014,Panoche,1.3,8,Open,,,,92,4
2014,Panoche,1.3,9,Shrub,4.6,4.4,2,140,4
2014,Panoche,1.3,9,Open,,,,64,3
2014,Panoche,1.3,10,Shrub,3.3,3.2,1.6,68,2
2014,Panoche,1.3,10,Open,,,,38,4
2014,Panoche,1.3,11,Shrub,3,3.4,1.2,118,3
2014,Panoche,1.3,11,Open,,,,66,5
2014,Panoche,1.3,12,Shrub,2.9,2.9,1.8,28,1
2014,Panoche,1.3,12,Open,,,,64,4
2014,Panoche,1.3,13,Shrub,3.2,3.3,1.2,110,3
2014,Panoche,1.3,13,Open,,,,104,4
2014,Panoche,1.3,14,Shrub,2.8,2.6,1,24,2
2014,Panoche,1.3,14,Open,,,,48,3
2014,Panoche,1.3,15,Shrub,3.8,3.2,1.6,110,3
2014,Panoche,1.3,15,Open,,,,88,4
2014,Panoche,1.2,1,Shrub,5.7,4.7,2,36,2
2014,Panoche,1.2,1,Open,,,,42,4
2014,Panoche,1.2,2,Shrub,2.8,4.3,1.8,108,3
2014,Panoche,1.2,2,Open,,,,104,4
2014,Panoche,1.2,3,Shrub,2,1.8,1.1,32,3
2014,Panoche,1.2,3,Open,,,,74,3
2014,Panoche,1.2,4,Shrub,2.3,2.4,1.1,108,4
2014,Panoche,1.2,4,Open,,,,40,3
2014,Panoche,1.2,5,Shrub,2.9,2.1,2.4,112,2
2014,Panoche,1.2,5,Open,,,,78,4
2014,Panoche,1.2,6,Shrub,3.1,3.4,1.9,114,1
2014,Panoche,1.2,6,Open,,,,96,3
2014,Panoche,1.2,7,Shrub,3.4,2.5,1.2,94,3
2014,Panoche,1.2,7,Open,,,,88,4
2014,Panoche,1.2,8,Shrub,2.9,2.4,1.3,45,2
2014,Panoche,1.2,8,Open,,,,34,3
2014,Panoche,1.2,9,Shrub,2.8,2.9,2.1,48,3
2014,Panoche,1.2,9,Open,,,,32,3
2014,Panoche,1.2,10,Shrub,2.5,2.6,1.1,52,2
2014,Panoche,1.2,10,Open,,,,60,3
2014,Panoche,1.2,11,Shrub,2.2,2.3,1.4,74,3
2014,Panoche,1.2,11,Open,,,,28,4
2014,Panoche,1.2,12,Shrub,3.4,2.4,1.2,57,2
2014,Panoche,1.2,12,Open,,,,52,3
2014,Panoche,1.2,13,Shrub,2.2,1.7,1.7,52,2
2014,Panoche,1.2,13,Open,,,,72,4
2014,Panoche,1.2,14,Shrub,2,2.1,1.2,44,2
2014,Panoche,1.2,14,Open,,,,32,3
2014,Panoche,1.2,15,Shrub,2,2,1.3,110,3
2014,Panoche,1.2,15,Open,,,,83,4
2014,Panoche,1.1,1,Shrub,5.04,3.12,1.49,146,2
2014,Panoche,1.1,1,Open,,,,107,4
2014,Panoche,1.1,2,Shrub,3.2,2.72,1.19,140,2
2014,Panoche,1.1,2,Open,,,,118,3
2014,Panoche,1.1,3,Shrub,5.72,4.55,1.74,96,2
2014,Panoche,1.1,3,Open,,,,76,2
2014,Panoche,1.1,4,Shrub,4.3,3.6,1.3,166,3
2014,Panoche,1.1,4,Open,,,,60,3
2014,Panoche,1.1,5,Shrub,3,2.5,1.2,157,2
2014,Panoche,1.1,5,Open,,,,80,3
2014,Panoche,1.1,6,Shrub,3.6,3.2,1.2,194,2
2014,Panoche,1.1,6,Open,,,,58,3
2014,Panoche,1.1,7,Shrub,3.2,2.8,1.2,83,3
2014,Panoche,1.1,7,Open,,,,90,4
2014,Panoche,1.1,8,Shrub,3.2,2.8,1.2,205,3
2014,Panoche,1.1,8,Open,,,,40,3
2014,Panoche,1.1,9,Shrub,2.9,3,1.5,180,3
2014,Panoche,1.1,9,Open,,,,85,4
2014,Panoche,1.1,10,Shrub,3,3.2,1.2,92,3
2014,Panoche,1.1,10,Open,,,,84,3
2014,Panoche,1.1,11,Shrub,3.7,2.8,1.3,185,3
2014,Panoche,1.1,11,Open,,,,110,4
2014,Panoche,1.1,12,Shrub,2.8,2.4,1.5,215,2
2014,Panoche,1.1,12,Open,,,,106,3
2014,Panoche,1.1,13,Shrub,3,3.9,1.6,270,2
2014,Panoche,1.1,13,Open,,,,107,3
2014,Panoche,1.1,14,Shrub,2.3,2.1,1.4,48,2
2014,Panoche,1.1,14,Open,,,,76,4
2014,Panoche,1.1,15,Shrub,3.3,3.1,1.5,66,2
2014,Panoche,1.1,15,Open,,,,98,3
2013,Mojave,2.1,1,Shrub,1.2,0.5,1,80,2
2013,Mojave,2.1,1,Open,,,,25,3
2013,Mojave,2.1,2,Shrub,1.7,1.4,1.3,30,3
2013,Mojave,2.1,2,Open,,,,20,2
2013,Mojave,2.1,3,Shrub,0.9,0.8,1.1,60,3
2013,Mojave,2.1,3,Open,,,,10,2
2013,Mojave,2.1,4,Shrub,1.2,0.9,0.8,30,2
2013,Mojave,2.1,4,Open,,,,20,2
2013,Mojave,2.1,5,Shrub,1.5,1.4,1.2,20,2
2013,Mojave,2.1,5,Open,,,,5,1
2013,Mojave,2.1,6,Shrub,1.4,1.1,1,40,2
2013,Mojave,2.1,6,Open,,,,15,2
2013,Mojave,2.1,7,Shrub,1,1,1.4,100,3
2013,Mojave,2.1,7,Open,,,,5,1
2013,Mojave,2.1,8,Shrub,1.3,1.2,1.1,10,2
2013,Mojave,2.1,8,Open,,,,10,2
2013,Mojave,2.1,9,Shrub,2,1.6,1.4,30,2
2013,Mojave,2.1,9,Open,,,,20,2
2013,Mojave,2.1,10,Shrub,1.4,1.7,1.6,30,2
2013,Mojave,2.1,10,Open,,,,40,2
2013,Mojave,2.1,11,Shrub,2.2,1.6,1.7,40,3
2013,Mojave,2.1,11,Open,,,,5,2
2013,Mojave,2.1,12,Shrub,1.3,1.2,1.1,30,2
2013,Mojave,2.1,12,Open,,,,10,2
2013,Mojave,2.1,13,Shrub,1.2,2.1,1.2,60,2
2013,Mojave,2.1,13,Open,,,,10,2
2013,Mojave,2.1,14,Shrub,1.9,2,1.6,30,3
2013,Mojave,2.1,14,Open,,,,1,2
2013,Mojave,2.1,15,Shrub,1.6,1.5,1.5,50,3
2013,Mojave,2.1,15,Open,,,,5,1
2013,Mojave,2.2,1,Shrub,2.6,1.8,2.1,100,4
2013,Mojave,2.2,1,Open,,,,20,2
2013,Mojave,2.2,2,Shrub,1.5,1.5,1.8,40,2
2013,Mojave,2.2,2,Open,,,,10,2
2013,Mojave,2.2,3,Shrub,2.3,2.6,2.5,40,3
2013,Mojave,2.2,3,Open,,,,30,3
2013,Mojave,2.2,4,Shrub,1.8,1.7,1.6,40,2
2013,Mojave,2.2,4,Open,,,,20,2
2013,Mojave,2.2,5,Shrub,2.8,1.9,1.6,80,3
2013,Mojave,2.2,5,Open,,,,30,2
2013,Mojave,2.2,6,Shrub,2.3,1.9,2.1,70,2
2013,Mojave,2.2,6,Open,,,,5,2
2013,Mojave,2.2,7,Shrub,2.6,2.3,1.8,140,5
2013,Mojave,2.2,7,Open,,,,20,2
2013,Mojave,2.2,8,Shrub,1.7,1.4,1.5,20,2
2013,Mojave,2.2,8,Open,,,,5,2
2013,Mojave,2.2,9,Shrub,1.8,2.2,1.4,140,3
2013,Mojave,2.2,9,Open,,,,20,2
2013,Mojave,2.2,10,Shrub,1.8,2.3,1.6,80,3
2013,Mojave,2.2,10,Open,,,,30,3
2013,Mojave,2.2,11,Shrub,2.8,2.1,1.7,90,3
2013,Mojave,2.2,11,Open,,,,20,3
2013,Mojave,2.2,12,Shrub,4.1,3.9,2.4,100,4
2013,Mojave,2.2,12,Open,,,,40,3
2013,Mojave,2.2,13,Shrub,2.4,1.9,1.3,60,2
2013,Mojave,2.2,13,Open,,,,20,2
2013,Mojave,2.2,14,Shrub,3.6,2.8,2.7,120,3
2013,Mojave,2.2,14,Open,,,,5,1
2013,Mojave,2.2,15,Shrub,2.1,2.3,1.5,80,3
2013,Mojave,2.2,15,Open,,,,10,1
2013,Mojave,2.3,1,Shrub,1.6,1.9,1.5,50,4
2013,Mojave,2.3,1,Open,,,,0,0
2013,Mojave,2.3,2,Shrub,1.3,0.9,1.4,50,3
2013,Mojave,2.3,2,Open,,,,10,1
2013,Mojave,2.3,3,Shrub,2.7,2.4,1.8,30,3
2013,Mojave,2.3,3,Open,,,,0,0
2013,Mojave,2.3,4,Shrub,1.6,1.5,1.4,80,3
2013,Mojave,2.3,4,Open,,,,0,0
2013,Mojave,2.3,5,Shrub,2.5,2.7,1.5,120,2
2013,Mojave,2.3,5,Open,,,,10,3
2013,Mojave,2.3,6,Shrub,3.2,3.1,1.8,50,2
2013,Mojave,2.3,6,Open,,,,0,0
2013,Mojave,2.3,7,Shrub,1,1.4,1.3,50,2
2013,Mojave,2.3,7,Open,,,,0,0
2013,Mojave,2.3,8,Shrub,2.6,2.4,1.9,120,4
2013,Mojave,2.3,8,Open,,,,20,2
2013,Mojave,2.3,9,Shrub,1.8,1.7,1.6,160,3
2013,Mojave,2.3,9,Open,,,,10,1
2013,Mojave,2.3,10,Shrub,2.4,2.5,2.7,130,4
2013,Mojave,2.3,10,Open,,,,5,2
2013,Mojave,2.3,11,Shrub,3.9,3.2,2.2,40,3
2013,Mojave,2.3,11,Open,,,,15,2
2013,Mojave,2.3,12,Shrub,2.2,2.3,1.5,140,4
2013,Mojave,2.3,12,Open,,,,10,2
2013,Mojave,2.3,13,Shrub,2.5,2.2,1.5,80,5
2013,Mojave,2.3,13,Open,,,,30,2
2013,Mojave,2.3,14,Shrub,3.5,2.8,2.2,180,3
2013,Mojave,2.3,14,Open,,,,80,3
2013,Mojave,2.3,15,Shrub,2,2.1,1.3,160,5
2013,Mojave,2.3,15,Open,,,,20,2
2013,Mojave,2.4,1,Shrub,2.7,2.5,1.8,70,3
2013,Mojave,2.4,1,Open,,,,5,1
2013,Mojave,2.4,2,Shrub,2.1,2.2,1.8,80,3
2013,Mojave,2.4,2,Open,,,,5,1
2013,Mojave,2.4,3,Shrub,1.7,1.4,2,130,3
2013,Mojave,2.4,3,Open,,,,20,2
2013,Mojave,2.4,4,Shrub,1.5,1.7,1.5,120,4
2013,Mojave,2.4,4,Open,,,,20,3
2013,Mojave,2.4,5,Shrub,1.6,2.6,1.8,100,3
2013,Mojave,2.4,5,Open,,,,2,1
2013,Mojave,2.4,6,Shrub,2.8,2.2,2.2,100,4
2013,Mojave,2.4,6,Open,,,,15,1
2013,Mojave,2.4,7,Shrub,2,2.2,2,80,3
2013,Mojave,2.4,7,Open,,,,15,2
2013,Mojave,2.4,8,Shrub,3,2.9,1.9,180,3
2013,Mojave,2.4,8,Open,,,,5,1
2013,Mojave,2.4,9,Shrub,1.7,1.5,1.5,60,3
2013,Mojave,2.4,9,Open,,,,5,1
2013,Mojave,2.4,10,Shrub,1.1,0.9,1.1,100,3
2013,Mojave,2.4,10,Open,,,,10,1
2013,Mojave,2.4,11,Shrub,2.3,2.5,1.6,100,2
2013,Mojave,2.4,11,Open,,,,5,1
2013,Mojave,2.4,12,Shrub,1.7,1.3,1.6,80,4
2013,Mojave,2.4,12,Open,,,,30,2
2013,Mojave,2.4,13,Shrub,2,1.8,1.1,90,3
2013,Mojave,2.4,13,Open,,,,10,2
2013,Mojave,2.4,14,Shrub,1.4,1.7,1.7,80,2
2013,Mojave,2.4,14,Open,,,,5,2
2013,Mojave,2.4,15,Shrub,1.9,1.6,1.5,70,4
2013,Mojave,2.4,15,Open,,,,40,2
2013,Mojave,2.5,1,Shrub,1,1.4,1.3,0,0
2013,Mojave,2.5,1,Open,,,,0,0
2013,Mojave,2.5,2,Shrub,2.1,2.3,1.8,30,2
2013,Mojave,2.5,2,Open,,,,0,0
2013,Mojave,2.5,3,Shrub,1.5,1.7,1.1,5,1
2013,Mojave,2.5,3,Open,,,,0,0
2013,Mojave,2.5,4,Shrub,1.5,1.6,1.2,40,3
2013,Mojave,2.5,4,Open,,,,0,0
2013,Mojave,2.5,5,Shrub,1.3,1.6,1.2,30,2
2013,Mojave,2.5,5,Open,,,,0,0
2013,Mojave,2.5,6,Shrub,1.1,1.6,1.2,40,3
2013,Mojave,2.5,6,Open,,,,5,1
2013,Mojave,2.5,7,Shrub,1.9,1.9,1.1,15,2
2013,Mojave,2.5,7,Open,,,,0,0
2013,Mojave,2.5,8,Shrub,1.6,1.3,1.7,20,3
2013,Mojave,2.5,8,Open,,,,0,0
2013,Mojave,2.5,9,Shrub,1.5,1.3,1.1,30,3
2013,Mojave,2.5,9,Open,,,,0,0
2013,Mojave,2.5,10,Shrub,1.8,1.9,1.4,30,3
2013,Mojave,2.5,10,Open,,,,0,0
2013,Mojave,2.5,11,Shrub,1.6,2.3,1.6,40,2
2013,Mojave,2.5,11,Open,,,,5,1
2013,Mojave,2.5,12,Shrub,1.5,1.9,1.2,40,3
2013,Mojave,2.5,12,Open,,,,0,0
2013,Mojave,2.5,13,Shrub,1.8,1.8,1.6,5,1
2013,Mojave,2.5,13,Open,,,,1,1
2013,Mojave,2.5,14,Shrub,1.5,1.5,1.2,5,1
2013,Mojave,2.5,14,Open,,,,0,0
2013,Mojave,2.5,15,Shrub,1.3,1.3,1.5,10,2
2013,Mojave,2.5,15,Open,,,,8,1
2013,Panoche,1.1,1,Shrub,4.5,4.8,2.2,190,4
2013,Panoche,1.1,1,Open,,,,120,4
2013,Panoche,1.1,2,Shrub,2.9,2.1,1.3,280,5
2013,Panoche,1.1,2,Open,,,,230,4
2013,Panoche,1.1,3,Shrub,1.2,1.2,1.1,330,4
2013,Panoche,1.1,3,Open,,,,300,4
2013,Panoche,1.1,4,Shrub,1.9,2.1,1.2,420,4
2013,Panoche,1.1,4,Open,,,,270,4
2013,Panoche,1.1,5,Shrub,3.4,4.4,1.8,280,3
2013,Panoche,1.1,5,Open,,,,200,4
2013,Panoche,1.1,6,Shrub,4.1,2.1,1.5,370,3
2013,Panoche,1.1,6,Open,,,,160,4
2013,Panoche,1.1,7,Shrub,2.4,2.3,1.1,200,4
2013,Panoche,1.1,7,Open,,,,130,3
2013,Panoche,1.1,8,Shrub,3.2,3,1.4,280,4
2013,Panoche,1.1,8,Open,,,,200,4
2013,Panoche,1.1,9,Shrub,4.1,3.8,2.1,360,3
2013,Panoche,1.1,9,Open,,,,170,4
2013,Panoche,1.1,10,Shrub,3.2,3.1,1.1,440,3
2013,Panoche,1.1,10,Open,,,,230,4
2013,Panoche,1.1,11,Shrub,5.8,4.8,1.7,460,3
2013,Panoche,1.1,11,Open,,,,230,4
2013,Panoche,1.1,12,Shrub,2.4,2.5,1.6,370,3
2013,Panoche,1.1,12,Open,,,,300,4
2013,Panoche,1.1,13,Shrub,4.8,4.5,1.7,280,4
2013,Panoche,1.1,13,Open,,,,300,4
2013,Panoche,1.1,14,Shrub,4.6,3.8,2.5,420,4
2013,Panoche,1.1,14,Open,,,,180,4
2013,Panoche,1.1,15,Shrub,5.1,4.7,1.5,200,3
2013,Panoche,1.1,15,Open,,,,180,4
2013,Panoche,1.2,1,Shrub,1.7,1.8,1.3,45,6
2013,Panoche,1.2,1,Open,,,,40,5
2013,Panoche,1.2,2,Shrub,1.7,1.5,1.2,50,5
2013,Panoche,1.2,2,Open,,,,35,5
2013,Panoche,1.2,3,Shrub,4.3,2.6,1.4,45,4
2013,Panoche,1.2,3,Open,,,,45,4
2013,Panoche,1.2,4,Shrub,2.2,1.9,1.3,75,3
2013,Panoche,1.2,4,Open,,,,55,4
2013,Panoche,1.2,5,Shrub,2.2,2,1,30,3
2013,Panoche,1.2,5,Open,,,,15,3
2013,Panoche,1.2,6,Shrub,2,1.9,1.1,55,4
2013,Panoche,1.2,6,Open,,,,5,4
2013,Panoche,1.2,7,Shrub,1.3,1.3,1,20,5
2013,Panoche,1.2,7,Open,,,,15,4
2013,Panoche,1.2,8,Shrub,3.8,3.1,1.9,50,3
2013,Panoche,1.2,8,Open,,,,20,5
2013,Panoche,1.2,9,Shrub,1.7,1.5,1.2,10,3
2013,Panoche,1.2,9,Open,,,,10,4
2013,Panoche,1.2,10,Shrub,2.2,3.2,1.7,65,5
2013,Panoche,1.2,10,Open,,,,40,4
2013,Panoche,1.2,11,Shrub,2.1,2.8,1.5,55,4
2013,Panoche,1.2,11,Open,,,,25,3
2013,Panoche,1.2,12,Shrub,1.4,1.2,0.9,40,5
2013,Panoche,1.2,12,Open,,,,10,3
2013,Panoche,1.2,13,Shrub,1.8,1.8,1.1,30,5
2013,Panoche,1.2,13,Open,,,,35,4
2013,Panoche,1.2,14,Shrub,1.8,1.6,1.1,55,6
2013,Panoche,1.2,14,Open,,,,35,4
2013,Panoche,1.2,15,Shrub,1.8,1.9,1.1,20,5
2013,Panoche,1.2,15,Open,,,,20,4
2013,Panoche,1.3,1,Shrub,3.1,2.8,1.5,110,3
2013,Panoche,1.3,1,Open,,,,80,4
2013,Panoche,1.3,2,Shrub,2.1,2.8,1.3,125,4
2013,Panoche,1.3,2,Open,,,,55,5
2013,Panoche,1.3,3,Shrub,1.7,1.6,0.9,110,5
2013,Panoche,1.3,3,Open,,,,55,4
2013,Panoche,1.3,4,Shrub,2.8,2.3,0.8,125,4
2013,Panoche,1.3,4,Open,,,,50,4
2013,Panoche,1.3,5,Shrub,4.1,3.3,1.4,130,4
2013,Panoche,1.3,5,Open,,,,85,4
2013,Panoche,1.3,6,Shrub,1.3,1.4,1.6,100,5
2013,Panoche,1.3,6,Open,,,,65,5
2013,Panoche,1.3,7,Shrub,3.1,3.2,2.2,110,5
2013,Panoche,1.3,7,Open,,,,75,4
2013,Panoche,1.3,8,Shrub,4.2,4,1.8,145,5
2013,Panoche,1.3,8,Open,,,,40,5
2013,Panoche,1.3,9,Shrub,4.4,3.8,1.5,75,5
2013,Panoche,1.3,9,Open,,,,95,4
2013,Panoche,1.3,10,Shrub,4.8,3.6,1.5,100,5
2013,Panoche,1.3,10,Open,,,,70,4
2013,Panoche,1.3,11,Shrub,3.9,3.8,1.1,105,5
2013,Panoche,1.3,11,Open,,,,75,4
2013,Panoche,1.3,12,Shrub,4.2,3.9,1.8,55,4
2013,Panoche,1.3,12,Open,,,,35,6
2013,Panoche,1.3,13,Shrub,2,1.9,1,100,5
2013,Panoche,1.3,13,Open,,,,70,4
2013,Panoche,1.3,14,Shrub,2.1,1.9,1,105,4
2013,Panoche,1.3,14,Open,,,,40,4
2013,Panoche,1.3,15,Shrub,4.6,5.5,1.7,85,4
2013,Panoche,1.3,15,Open,,,,65,4
2017,Mojave,2.1,1,Shrub,168,162,151,14,3
2017,Mojave,2.1,1,Open,,,,25,2
2017,Mojave,2.1,2,Shrub,151,167,129,36,3
2017,Mojave,2.1,2,Open,,,,22,4
2017,Mojave,2.1,3,Shrub,108,125,155,20,4
2017,Mojave,2.1,3,Open,,,,19,2
2017,Mojave,2.1,4,Shrub,142,172,132,30,2
2017,Mojave,2.1,4,Open,,,,22,6
2017,Mojave,2.1,5,Shrub,164,195,149,29,3
2017,Mojave,2.1,5,Open,,,,27,2
2017,Mojave,2.1,6,Shrub,218,212,140,16,3
2017,Mojave,2.1,6,Open,,,,20,2
2017,Mojave,2.1,7,Shrub,155,151,137,40,4
2017,Mojave,2.1,7,Open,,,,21,3
2017,Mojave,2.1,8,Shrub,181,159,169,15,4
2017,Mojave,2.1,8,Open,,,,20,2
2017,Mojave,2.1,9,Shrub,132,137,75,31,3
2017,Mojave,2.1,9,Open,,,,19,3
2017,Mojave,2.1,10,Shrub,148,142,137,21,2
2017,Mojave,2.1,10,Open,,,,16,4
2017,Mojave,2.1,11,Shrub,158,181,110,25,3
2017,Mojave,2.1,11,Open,,,,23,4
2017,Mojave,2.1,12,Shrub,172,118,138,42,5
2017,Mojave,2.1,12,Open,,,,26,3
2017,Mojave,2.1,13,Shrub,139,92,94,28,3
2017,Mojave,2.1,13,Open,,,,29,4
2017,Mojave,2.1,14,Shrub,177,149,159,31,3
2017,Mojave,2.1,14,Open,,,,24,3
2017,Mojave,2.1,15,Shrub,214,241,135,24,3
2017,Mojave,2.1,15,Open,,,,23,4
2017,Mojave,2.1,16,Shrub,103,94,105,37,3
2017,Mojave,2.1,16,Open,,,,25,2
2017,Mojave,2.1,17,Shrub,178,151,140,7,2
2017,Mojave,2.1,17,Open,,,,24,3
2017,Mojave,2.1,18,Shrub,79,65,63,39,2
2017,Mojave,2.1,18,Open,,,,12,3
2017,Mojave,2.1,19,Shrub,98,96,97,19,3
2017,Mojave,2.1,19,Open,,,,10,3
2017,Mojave,2.1,20,Shrub,298,285,153,19,3
2017,Mojave,2.1,20,Open,,,,19,2
2017,Mojave,2.1,21,Shrub,148,136,125,24,3
2017,Mojave,2.1,21,Open,,,,5,2
2017,Mojave,2.1,22,Shrub,137,171,109,24,2
2017,Mojave,2.1,22,Open,,,,23,3
2017,Mojave,2.1,23,Shrub,104,69,55,22,3
2017,Mojave,2.1,23,Open,,,,27,3
2017,Mojave,2.1,24,Shrub,111,72,50,20,3
2017,Mojave,2.1,24,Open,,,,20,3
2017,Mojave,2.1,25,Shrub,86,89,83,16,3
2017,Mojave,2.1,25,Open,,,,29,3
2017,Mojave,2.1,26,Shrub,127,115,130,20,4
2017,Mojave,2.1,26,Open,,,,13,2
2017,Mojave,2.1,27,Shrub,106,96,88,19,2
2017,Mojave,2.1,27,Open,,,,17,3
2017,Mojave,2.1,28,Shrub,145,119,98,13,3
2017,Mojave,2.1,28,Open,,,,10,2
2017,Mojave,2.1,29,Shrub,171,120,109,26,3
2017,Mojave,2.1,29,Open,,,,26,3
2017,Mojave,2.1,30,Shrub,111,121,105,13,3
2017,Mojave,2.1,30,Open,,,,6,2
2017,Mojave,2.2,1,Shrub,193,262,119,71,3
2017,Mojave,2.2,1,Open,,,,7,2
2017,Mojave,2.2,2,Shrub,215,152,158,67,2
2017,Mojave,2.2,2,Open,,,,15,3
